type_of_property,price,building_condition,facade_number,living_area,equipped_kitchen,terrace,garden,subtype_ecoded,km_to_capital
1,340000.0,2,2.0,150,2,11,0,9,6.04
0,315000.0,2,2.0,84,1,6,0,7,3.11
0,345000.0,2,2.0,75,0,0,0,7,21.36
0,349000.0,2,2.0,78,0,0,0,7,46.96
0,355000.0,2,3.0,110,1,0,0,7,5.1
0,360000.0,2,2.0,90,2,0,0,7,3.3
0,365000.0,2,2.0,92,1,8,0,7,1.61
0,375000.0,2,2.0,167,2,3,0,7,25.51
0,375000.0,2,2.0,86,2,0,15,7,1.61
0,395000.0,2,2.0,147,1,12,0,7,2.5
0,395000.0,1,2.0,111,1,10,140,6,3.3
0,395000.0,2,2.0,177,1,0,0,7,2.1
0,399000.0,2,2.0,89,0,7,0,7,3.33
0,399000.0,2,2.0,185,1,1,0,7,31.65
0,425000.0,2,2.0,103,0,1,0,7,33.32
0,439000.0,2,2.0,87,1,1,0,7,21.36
0,465000.0,2,2.0,104,0,9,0,7,3.3
0,495000.0,1,2.0,240,0,1,0,7,5.8
0,525000.0,2,2.0,95,0,17,0,7,1.61
0,535000.0,2,2.0,164,2,15,0,7,0.41
0,539000.0,2,2.0,66,0,0,0,7,17.1
0,540000.0,2,3.0,154,2,0,0,7,6.38
0,552000.0,2,2.0,154,1,18,0,7,43.59
0,560000.0,2,2.0,184,2,10,0,7,5.29
0,575000.0,2,2.0,79,1,1,0,7,29.31
0,575000.0,2,2.0,76,0,0,0,7,46.72
0,585000.0,2,2.0,110,2,30,100,7,0.41
0,587000.0,2,3.0,118,1,0,0,7,2.47
0,595000.0,2,4.0,235,2,6,0,7,0.41
0,615000.0,2,2.0,104,0,11,0,7,1.61
0,645000.0,2,2.0,120,1,1,0,7,21.36
1,650000.0,2,2.0,145,2,0,0,12,5.01
0,669000.0,2,2.0,83,2,3,0,7,17.1
0,695000.0,2,2.0,192,2,100,0,7,2.1
0,695000.0,2,2.0,75,0,1,0,7,17.1
0,745000.0,2,2.0,240,2,1,100,7,3.3
0,795000.0,2,2.0,100,2,1,0,7,17.1
0,810000.0,2,4.0,247,2,9,0,11,19.28
0,839000.0,2,2.0,160,0,0,0,7,17.1
0,899000.0,2,2.0,200,2,1,0,15,2.47
0,899000.0,2,2.0,59,2,5,0,7,17.1
0,970000.0,2,2.0,117,1,1,0,7,11.72
0,975000.0,2,2.0,112,2,0,0,7,17.1
0,1050000.0,2,2.0,79,0,0,0,7,17.1
0,1180000.0,2,2.0,197,1,1,0,7,1.07
0,1195000.0,2,2.0,85,2,1,0,7,17.1
0,1345000.0,2,2.0,121,0,0,0,7,17.1
0,1345000.0,2,2.0,121,0,0,0,7,11.72
0,1475000.0,2,2.0,221,0,0,0,7,1.42
0,1495000.0,2,2.0,131,0,0,0,7,17.1
0,1650000.0,2,2.0,106,2,4,0,7,17.1
0,1695000.0,2,3.0,128,2,1,0,7,17.1
0,1875000.0,2,2.0,98,0,35,0,7,17.1
0,1950000.0,2,4.0,349,2,228,0,15,4.59
1,2990000.0,2,2.0,184,2,16,0,12,17.1
0,135000.0,2,2.0,79,2,12,0,7,34.81
0,445000.0,1,2.0,137,0,11,0,7,5.01
0,245000.0,2,2.0,50,2,0,0,7,1.07
0,432000.0,2,4.0,107,2,10,0,7,0.41
0,299000.0,2,2.0,80,1,10,0,6,1.07
0,340000.0,2,2.0,113,1,0,0,7,1.07
0,450000.0,2,2.0,125,0,1,0,15,6.41
0,225000.0,2,2.0,96,0,0,0,7,1.85
0,279000.0,2,2.0,105,2,35,0,6,29.89
0,295000.0,2,2.0,93,1,5,0,7,2.5
1,375000.0,2,2.0,120,2,6,0,12,4.04
0,450000.0,2,3.0,54,0,0,0,7,17.1
1,895000.0,2,2.0,286,1,30,0,12,1.07
0,835000.0,2,2.0,199,0,15,0,11,1.61
0,225000.0,2,2.0,82,1,0,0,7,43.59
0,260000.0,2,2.0,65,0,8,0,7,1.07
0,225000.0,2,2.0,92,1,7,0,7,30.56
0,263596.0,2,2.0,105,0,1,0,7,15.43
0,277000.0,2,2.0,91,1,4,0,7,13.8
0,285000.0,2,2.0,91,1,4,0,7,13.8
0,292000.0,2,2.0,97,1,8,0,7,13.8
0,297000.0,2,2.0,97,1,4,0,7,13.8
0,297476.0,2,2.0,92,1,10,0,7,50.59
0,119000.0,2,3.0,77,2,0,162,7,26.84
0,214000.0,2,2.0,75,0,0,0,7,18.41
0,285000.0,1,4.0,98,2,8,0,7,6.41
0,229000.0,2,2.0,52,2,0,0,7,37.23
0,875000.0,2,2.0,187,2,25,0,15,2.57
0,229000.0,2,2.0,97,0,0,0,7,1097.53
0,255000.0,2,2.0,85,2,0,0,7,2.53
0,189000.0,2,2.0,74,0,0,0,7,2.08
0,200000.0,1,2.0,89,1,7,0,7,3.99
0,390000.0,2,2.0,95,2,0,0,7,17.91
0,125000.0,2,2.0,18,2,0,0,0,0.41
0,149000.0,1,2.0,62,0,3,0,7,2.5
0,175000.0,2,2.0,81,1,4,0,7,21.36
0,209000.0,1,3.0,92,0,10,0,7,29.81
0,218000.0,2,2.0,70,2,2,0,7,18.15
1,219000.0,1,2.0,138,0,3,0,9,2.5
1,240000.0,1,2.0,100,0,2,0,12,2.5
0,249000.0,2,2.0,85,1,8,0,7,4.04
0,312000.0,2,3.0,105,2,13,0,7,5.45
0,319000.0,2,2.0,91,1,9,0,7,1.07
0,320000.0,2,2.0,124,1,0,0,7,0.41
0,325000.0,2,2.0,86,0,0,0,7,5.01
0,339000.0,1,2.0,90,0,1,0,7,3.3
0,345000.0,0,2.0,119,2,16,0,7,2.57
0,349000.0,2,2.0,175,1,0,0,7,3.32
0,350000.0,2,3.0,120,2,1,0,7,6.38
0,425000.0,2,3.0,119,2,0,0,7,5.01
0,450000.0,2,2.0,127,1,4,0,7,5.01
0,460000.0,2,3.0,125,2,1,0,7,0.41
0,530000.0,2,3.0,146,1,22,0,7,5.29
0,620000.0,2,2.0,181,2,1,0,7,1.07
0,650000.0,2,3.0,175,2,24,0,7,5.29
0,650000.0,2,2.0,197,0,15,0,6,1.07
0,695000.0,2,2.0,113,2,26,0,7,2.57
0,725000.0,2,2.0,180,1,14,0,11,1.42
0,940000.0,2,2.0,315,2,32,0,11,0.41
0,175000.0,1,2.0,75,1,14,0,7,3.32
0,199000.0,2,2.0,80,1,0,0,7,3.32
0,495000.0,2,2.0,163,0,0,0,7,1.07
0,229000.0,2,2.0,75,2,10,0,7,17.91
0,259000.0,2,2.0,60,1,9,0,6,1.61
0,220000.0,1,2.0,72,0,0,0,7,2.5
0,340000.0,2,2.0,114,0,20,0,7,21.36
0,199000.0,2,2.0,61,1,28,0,7,6.62
0,227749.0,2,3.0,66,2,14,0,7,6.27
0,335000.0,2,4.0,117,1,16,0,7,3.32
0,470000.0,2,4.0,104,2,8,0,7,0.41
0,470000.0,2,4.0,104,2,8,0,7,2.53
0,540000.0,2,2.0,109,2,13,0,7,5.29
0,635000.0,2,2.0,125,2,36,276,6,5.29
0,800000.0,2,3.0,137,2,56,0,15,2.57
0,1495000.0,2,4.0,197,2,58,0,7,0.41
0,373000.0,2,2.0,90,1,0,0,7,1.07
0,410000.0,2,2.0,85,0,0,0,7,1.07
0,525000.0,2,2.0,215,1,1,0,11,18.15
1,349000.0,2,2.0,140,1,12,0,12,19.52
0,1295000.0,2,2.0,113,2,27,0,7,17.1
0,77500.0,1,2.0,28,0,1,0,2,29.31
0,116500.0,2,3.0,60,0,0,0,7,78.23
0,128000.0,1,2.0,44,2,0,0,7,24.11
0,129000.0,2,3.0,101,1,0,0,7,1116.97
0,135000.0,2,4.0,45,1,7,0,2,28.47
0,135000.0,1,3.0,62,2,4,0,7,25.49
0,145000.0,1,3.0,81,0,0,0,7,2.98
0,155000.0,1,2.0,60,0,0,0,7,21.36
0,163000.0,2,2.0,68,1,0,0,7,2.1
0,164000.0,1,2.0,76,1,15,0,7,3.82
0,165000.0,2,2.0,70,0,0,0,7,13.72
0,165000.0,1,2.0,42,1,1,0,7,29.31
0,176000.0,2,2.0,45,2,0,0,2,3.83
0,178000.0,1,2.0,80,2,1,0,7,27.05
0,180000.0,2,2.0,99,1,1,0,7,1111.49
0,189000.0,1,2.0,86,0,2,0,7,21.36
0,195000.0,1,2.0,80,1,37,0,15,2.53
0,199000.0,2,2.0,40,2,18,0,2,2.57
0,199000.0,2,2.0,60,2,3,0,7,3.32
0,199000.0,1,2.0,112,1,0,0,7,43.26
0,200000.0,2,2.0,34,1,0,0,2,5.29
0,200000.0,2,4.0,127,1,1,200,7,24.36
0,205000.0,2,2.0,78,1,2,0,7,29.81
0,205000.0,2,2.0,79,1,1,0,7,7.25
0,210000.0,1,3.0,101,1,1,0,7,2.74
0,220000.0,2,2.0,84,1,13,0,7,18.11
0,220000.0,2,2.0,52,1,5,0,7,1081.39
0,225000.0,2,2.0,61,0,18,0,7,33.32
0,225000.0,2,2.0,61,0,18,0,7,33.32
0,229000.0,2,4.0,50,0,0,0,2,5.29
0,229990.0,2,2.0,81,2,8,300,7,3.82
0,229990.0,2,2.0,81,2,8,300,7,3.82
0,230000.0,2,2.0,69,0,1,0,7,33.32
0,240000.0,2,2.0,105,1,7,0,7,2.53
0,240000.0,2,2.0,75,0,18,0,7,42.22
0,244750.0,2,2.0,75,0,18,0,7,42.22
0,245000.0,2,2.0,77,2,0,0,7,30.24
0,245000.0,2,2.0,74,1,0,0,7,11.72
0,249000.0,2,2.0,93,1,1,0,7,36.34
0,249000.0,2,2.0,79,0,0,0,7,7.37
0,249000.0,2,2.0,79,1,12,0,7,42.22
0,256000.0,2,2.0,104,1,4,0,7,18.11
0,257500.0,2,2.0,67,0,1,0,3,30.56
0,259000.0,2,2.0,99,2,1,0,7,43.59
0,259900.0,2,2.0,105,1,10,0,7,3.95
0,265000.0,1,2.0,68,0,1,0,7,13.72
0,269000.0,2,2.0,91,1,4,0,7,31.09
0,269000.0,2,2.0,95,2,0,0,6,6.52
0,269000.0,2,2.0,44,0,1,0,2,21.36
0,269000.0,2,2.0,74,0,0,0,7,24.02
0,275000.0,2,2.0,44,1,9,0,2,4.04
0,275000.0,2,2.0,110,0,6,0,7,1.07
0,276000.0,2,2.0,113,1,13,0,7,18.11
0,277696.0,2,2.0,95,0,23,0,7,42.22
0,279000.0,1,2.0,106,2,21,0,7,3.32
0,285000.0,2,2.0,116,1,9,0,7,18.11
0,289000.0,2,2.0,29,0,0,0,2,17.1
0,289000.0,2,2.0,66,0,4,0,7,33.32
0,292211.0,2,2.0,93,0,18,0,7,42.22
0,293311.0,2,2.0,93,0,18,0,7,42.22
0,295000.0,2,3.0,90,1,0,0,7,3.96
0,295000.0,2,2.0,87,1,1,0,7,21.36
0,299000.0,2,2.0,123,1,30,0,7,36.34
0,299000.0,2,2.0,81,2,12,0,7,21.36
0,299000.0,2,2.0,135,1,26,0,7,27.25
0,299000.0,2,2.0,75,0,16,0,7,1.61
0,310000.0,2,2.0,138,1,11,0,7,27.25
0,312000.0,2,4.0,96,1,14,0,7,23.19
0,325000.0,2,2.0,110,1,6,0,7,4.15
0,325000.0,2,2.0,99,2,0,0,7,24.02
0,335000.0,2,2.0,65,0,1,0,7,13.72
0,329343.0,2,2.0,114,0,22,0,7,42.22
0,340000.0,1,2.0,80,0,37,206,6,6.38
0,340000.0,2,2.0,64,0,1,0,7,1.07
0,345000.0,2,2.0,89,2,0,0,7,4.04
0,345000.0,2,2.0,76,1,1,0,7,24.36
0,395000.0,2,2.0,79,2,5,0,7,6.38
0,395000.0,2,2.0,60,1,0,0,7,17.1
0,399000.0,2,2.0,98,0,10,45,7,2.57
1,399000.0,2,2.0,120,2,43,0,12,6.38
0,449000.0,2,4.0,110,2,30,200,7,30.9
0,450000.0,2,2.0,137,2,7,0,7,3.3
1,475000.0,2,2.0,65,1,7,0,12,17.1
1,475000.0,2,3.0,143,0,18,0,12,17.91
0,478519.0,2,2.0,149,2,20,0,7,31.96
0,490000.0,2,2.0,107,1,12,0,7,6.41
0,495000.0,2,3.0,111,2,13,0,7,15.48
0,495000.0,2,2.0,150,0,30,0,7,21.36
0,519000.0,2,2.0,58,0,0,0,7,17.1
0,519000.0,2,2.0,58,0,0,0,7,17.1
0,545000.0,2,4.0,129,2,4,0,7,3.3
0,595000.0,2,2.0,50,2,0,0,7,17.1
0,595000.0,2,2.0,123,1,1,0,7,21.36
0,595000.0,2,2.0,153,0,1,0,7,21.36
1,598000.0,2,2.0,135,0,7,30,9,6.38
0,599000.0,2,3.0,173,2,53,0,11,0.41
0,620000.0,2,2.0,85,2,1,0,7,17.1
0,649000.0,2,2.0,110,1,1,0,7,17.1
0,695000.0,2,3.0,173,2,53,0,11,0.41
1,699000.0,2,2.0,260,2,12,0,12,18.15
0,729000.0,2,2.0,310,1,50,0,15,1.07
0,765000.0,2,2.0,234,2,20,0,6,5.29
1,765000.0,2,2.0,260,2,12,0,12,18.15
0,795000.0,2,2.0,74,1,1,0,7,17.1
0,795000.0,1,2.0,83,0,1,0,7,11.72
0,839000.0,2,2.0,160,0,0,0,7,11.72
0,895000.0,2,2.0,60,2,1,0,7,17.1
0,895000.0,2,2.0,110,0,0,0,7,17.1
0,899000.0,2,2.0,59,0,0,0,7,17.1
0,950000.0,1,2.0,72,0,0,0,7,17.1
0,1190000.0,2,2.0,86,0,1,0,7,17.1
0,1195000.0,2,4.0,140,2,1,0,7,17.1
0,1200000.0,2,2.0,343,2,0,80,7,0.41
0,1295000.0,2,4.0,113,2,1,0,7,17.1
0,1295000.0,2,2.0,109,0,1,0,7,17.1
0,1295000.0,2,2.0,113,0,1,0,7,17.1
0,1345000.0,2,2.0,121,0,0,0,7,17.1
0,1495000.0,2,2.0,112,0,1,0,7,17.1
1,1500000.0,2,2.0,534,0,60,1500,12,5.29
0,1595000.0,2,2.0,271,2,225,0,15,5.29
0,1595000.0,2,2.0,130,0,0,0,7,17.1
0,1595000.0,2,2.0,118,0,0,0,7,11.72
0,1650000.0,2,2.0,125,0,0,0,7,17.1
0,1650000.0,2,2.0,125,1,0,0,7,17.1
0,1950000.0,2,2.0,140,1,1,0,7,17.1
0,2395000.0,2,2.0,154,0,6,0,7,17.1
0,260000.0,2,2.0,40,0,3,0,2,0.41
1,300000.0,2,2.0,140,2,0,0,12,2.53
0,255000.0,2,2.0,73,2,7,0,7,5.1
0,259000.0,2,2.0,82,1,100,0,7,12.62
0,445000.0,2,2.0,113,0,1,0,7,1.07
0,235000.0,2,2.0,83,0,10,0,7,16.16
0,265000.0,2,2.0,103,0,18,0,7,16.16
0,265000.0,2,2.0,100,0,22,0,7,16.16
0,279000.0,2,2.0,76,1,13,0,7,1.61
1,325000.0,2,4.0,124,1,1,0,12,24.77
0,355000.0,2,2.0,56,1,17,0,7,17.1
0,355000.0,2,2.0,115,0,0,0,7,30.57
0,355000.0,2,2.0,115,0,0,0,7,30.57
0,355000.0,2,2.0,115,0,0,0,7,30.57
0,385500.0,2,2.0,94,2,26,19,15,3.32
0,399000.0,2,3.0,104,2,13,48,7,4.88
0,399000.0,2,3.0,104,2,13,48,7,3.82
0,415000.0,2,3.0,150,1,11,0,7,22.18
0,562500.0,2,2.0,190,0,1,0,7,31.96
0,1190000.0,2,2.0,86,2,1,0,7,17.1
0,875000.0,2,2.0,97,2,1,0,7,17.1
1,324000.0,1,3.0,125,1,11,0,12,4.01
0,485000.0,2,2.0,82,2,12,0,7,3.3
1,99000.0,2,2.0,60,1,0,0,12,2.47
0,199900.0,1,3.0,80,1,0,24,6,38.32
0,219000.0,2,2.0,100,1,7,0,7,18.52
0,270000.0,2,2.0,88,1,0,0,7,24.11
0,330000.0,2,4.0,139,1,16,0,7,3.82
0,358500.0,2,2.0,128,2,12,0,7,18.83
0,365000.0,2,2.0,129,2,13,0,7,18.83
1,172000.0,2,2.0,73,1,0,0,12,17.91
0,199000.0,2,2.0,104,2,0,0,7,2.1
0,115000.0,2,2.0,40,2,3,0,2,31.56
0,115000.0,2,4.0,65,1,0,0,7,71.94
0,135000.0,1,2.0,63,2,8,0,2,2.53
0,160000.0,2,2.0,19,1,0,50,0,1.61
0,169000.0,2,2.0,28,1,16,0,7,29.31
0,180000.0,2,2.0,76,0,0,0,7,3.32
0,199000.0,2,2.0,83,1,0,0,7,2.53
0,199000.0,2,2.0,30,1,0,50,7,1.61
0,210000.0,1,2.0,84,0,1,0,7,2.5
0,210000.0,1,2.0,84,0,1,0,7,2.5
0,219000.0,2,2.0,58,1,13,0,7,21.36
0,229000.0,2,3.0,90,1,4,0,7,46.07
0,249000.0,1,2.0,83,0,40,70,6,3.82
0,250000.0,1,2.0,110,1,3,0,7,4.01
0,250000.0,1,2.0,74,1,17,0,7,5.29
0,265000.0,2,4.0,89,0,8,0,7,4.04
0,280000.0,2,2.0,84,1,10,0,7,5.01
0,280000.0,2,2.0,84,1,10,0,7,18.76
0,299000.0,2,2.0,125,1,8,0,7,18.83
0,320000.0,2,4.0,74,1,54,0,7,12.62
1,350000.0,2,3.0,150,2,0,0,12,1.22
0,357000.0,2,2.0,95,0,1,0,7,1.07
0,359000.0,2,3.0,122,1,6,0,7,1.07
0,365000.0,2,2.0,114,1,16,0,7,3.32
0,429000.0,2,3.0,121,0,0,0,7,1.07
0,440000.0,2,4.0,102,1,2,0,7,0.41
0,449000.0,2,3.0,104,2,14,0,7,0.41
0,599000.0,2,2.0,120,2,45,0,7,0.41
0,649000.0,2,4.0,102,1,1,0,7,0.41
0,1875000.0,2,3.0,95,2,0,0,7,17.1
0,2170000.0,2,2.0,302,1,1,0,15,1.07
0,3495000.0,2,3.0,150,2,1,641,7,17.1
1,390000.0,2,2.0,107,2,16,52,12,3.96
1,410000.0,2,2.0,127,2,13,0,12,3.96
0,480000.0,2,2.0,94,2,0,0,7,2.47
0,697500.0,2,2.0,147,2,1,0,15,1.07
0,205000.0,2,2.0,48,2,3,0,2,5.1
0,115000.0,2,4.0,17,0,0,0,0,0.71
1,430000.0,2,3.0,140,0,0,100,9,6.37
0,599000.0,2,3.0,139,2,16,0,15,5.01
0,890000.0,2,2.0,173,2,14,0,15,16.5
0,225000.0,2,3.0,80,2,5,0,7,1.22
0,339000.0,2,2.0,68,1,16,0,7,2.57
0,259000.0,2,2.0,101,2,10,0,7,21.36
0,315000.0,2,2.0,80,1,3,0,7,18.66
0,345000.0,2,2.0,148,1,0,0,7,46.72
0,995000.0,2,2.0,155,0,0,170,6,3.3
0,315000.0,2,2.0,110,1,18,120,6,2.5
0,349000.0,1,3.0,90,2,11,36,6,5.29
0,255000.0,2,2.0,72,2,6,0,7,5.1
0,385000.0,2,2.0,68,2,0,0,7,5.29
0,400000.0,2,3.0,80,2,1,0,7,3.3
0,450000.0,2,2.0,100,2,1,0,7,3.3
0,463000.0,2,2.0,114,0,16,0,7,24.02
0,1165000.0,2,2.0,102,0,0,0,7,17.1
0,575000.0,2,2.0,130,2,12,0,7,22.26
0,175000.0,1,4.0,79,0,7,0,7,3.99
0,415000.0,2,2.0,88,0,1,0,7,5.29
0,224467.0,2,2.0,73,1,11,0,7,24.91
0,278106.0,2,2.0,92,1,9,0,7,24.91
0,286000.0,2,2.0,98,1,1,0,7,32.64
0,358000.0,2,2.0,123,1,1,0,15,32.64
0,445000.0,2,2.0,105,0,0,0,7,1.61
0,175000.0,2,2.0,85,1,6,0,7,24.7
0,235000.0,2,4.0,87,2,8,0,7,3.82
1,435000.0,2,4.0,143,1,55,0,12,2.32
1,1150000.0,2,2.0,198,2,42,0,12,2.57
0,149000.0,2,2.0,33,2,0,0,2,1.61
1,293971.0,2,2.0,125,1,0,0,12,1082.49
1,295000.0,2,2.0,142,1,1,0,9,2.53
0,1795000.0,2,2.0,90,2,1,0,7,17.1
0,138500.0,2,4.0,76,1,1,0,7,24.7
0,393900.0,2,3.0,92,1,9,0,7,21.69
0,418000.0,2,3.0,92,1,27,0,7,21.69
0,496100.0,2,3.0,102,1,0,86,6,21.69
1,719600.0,2,3.0,152,1,56,0,12,21.69
0,85000.0,2,2.0,21,0,6,0,2,29.31
0,95000.0,2,2.0,87,1,0,0,7,14.77
0,99000.0,2,2.0,31,2,0,0,2,2.1
0,110000.0,2,2.0,35,0,0,0,2,33.32
0,115000.0,2,2.0,37,1,0,0,2,39.52
0,115000.0,2,2.0,37,1,0,0,2,39.52
0,118000.0,1,2.0,36,0,0,0,2,33.32
0,119000.0,1,2.0,112,2,0,0,7,6.24
0,129000.0,2,2.0,34,2,0,1000,3,9.77
0,135000.0,2,2.0,67,0,18,0,7,21.36
0,137500.0,2,2.0,40,0,1,0,7,13.72
0,171500.0,2,2.0,78,1,0,187,7,41.14
0,175000.0,2,2.0,122,1,0,0,7,1111.49
0,175000.0,2,2.0,56,0,1,0,7,5.56
0,179000.0,2,4.0,140,2,0,0,7,11.49
0,185000.0,2,2.0,79,1,0,0,7,1090.64
0,189000.0,2,2.0,75,1,0,0,7,2.53
0,189000.0,1,2.0,29,0,0,0,2,0.71
0,199000.0,1,2.0,90,2,24,0,7,4.01
0,199000.0,1,2.0,100,1,1,0,7,2.74
0,212000.0,2,2.0,115,2,0,0,7,3.91
0,215000.0,2,2.0,80,1,1,0,7,2.53
0,219000.0,2,2.0,100,0,1,0,7,2.74
0,219000.0,2,2.0,87,1,8,0,7,2.98
0,219000.0,2,2.0,86,2,0,0,7,71.94
0,219500.0,2,2.0,60,2,5,0,7,2.53
0,219500.0,2,2.0,63,2,5,0,7,2.53
0,219500.0,2,2.0,60,2,5,0,7,2.53
0,219900.0,2,2.0,141,1,10,0,7,7.7
0,220000.0,2,2.0,50,0,8,0,7,3.3
0,222500.0,2,2.0,63,2,5,0,7,2.53
0,225000.0,2,2.0,50,1,0,0,2,0.41
0,225000.0,2,3.0,70,1,0,0,7,18.66
0,225000.0,2,2.0,69,0,10,0,7,30.56
0,227900.0,2,2.0,88,2,32,0,7,71.94
0,235000.0,2,2.0,91,2,1,0,7,31.28
0,237000.0,2,2.0,99,0,1,0,7,29.45
0,239000.0,2,2.0,75,1,0,0,7,0.41
0,239000.0,1,3.0,105,0,9,0,6,6.04
0,239000.0,2,3.0,85,1,27,0,7,25.51
0,245000.0,2,2.0,55,2,1,0,7,1.07
0,248000.0,2,2.0,79,0,0,0,7,26.94
0,249000.0,2,2.0,94,1,10,0,7,2.74
0,249000.0,2,4.0,55,1,0,0,7,7.37
0,249000.0,2,2.0,86,0,4,0,7,21.36
0,249000.0,2,2.0,109,0,1,0,7,15.77
0,250000.0,1,2.0,85,2,0,0,7,0.41
0,258000.0,2,2.0,65,1,1,0,7,21.36
0,259000.0,2,2.0,91,0,7,0,7,30.56
0,260000.0,1,2.0,77,0,1,0,7,30.5
0,260000.0,2,2.0,119,1,0,0,7,24.36
0,260000.0,2,2.0,98,0,10,0,7,32.96
0,265000.0,2,2.0,70,1,0,0,7,24.36
0,265000.0,2,2.0,133,1,1,0,7,22.27
0,275000.0,2,2.0,95,2,1,20,7,7.53
0,275000.0,2,2.0,95,2,1,20,7,7.53
0,284000.0,2,2.0,54,1,10,0,7,21.69
0,290000.0,2,2.0,85,0,7,0,7,42.96
0,295000.0,1,2.0,75,1,8,0,7,2.57
0,299000.0,2,4.0,80,1,5,0,7,5.29
0,299000.0,2,3.0,147,1,18,0,7,41.94
0,305000.0,2,2.0,75,0,1,0,7,9.77
0,330000.0,2,2.0,116,2,1,0,6,32.05
0,349000.0,2,2.0,90,1,12,150,7,19.1
0,350000.0,2,2.0,100,2,10,0,7,5.29
0,350000.0,2,2.0,59,1,0,0,7,29.31
0,359000.0,2,2.0,443,2,20,175,11,34.81
0,365000.0,2,2.0,90,0,1,0,7,9.77
0,373000.0,2,2.0,80,0,10,0,7,14.97
0,375000.0,2,2.0,70,0,1,0,7,13.72
0,375000.0,2,2.0,115,0,0,0,7,21.36
0,375000.0,2,2.0,88,0,1,0,7,9.77
0,379000.0,2,2.0,105,0,0,0,7,4.15
0,397000.0,2,2.0,88,1,6,0,7,3.33
0,420000.0,1,2.0,100,0,1,0,7,21.36
0,435379.0,2,2.0,106,0,1,0,7,9.77
0,436000.0,2,2.0,86,2,7,0,7,5.01
0,445000.0,2,2.0,107,2,1,0,7,5.1
0,449000.0,2,2.0,90,2,14,0,7,0.41
0,450000.0,2,3.0,125,1,9,0,7,3.3
0,451307.0,2,2.0,106,0,1,0,7,9.77
0,494371.0,2,2.0,115,0,1,0,7,9.77
0,555000.0,2,2.0,128,0,1,0,7,9.77
0,575000.0,2,2.0,118,1,0,0,7,29.31
0,625000.0,2,2.0,86,1,0,0,7,17.1
0,645000.0,1,2.0,191,1,1,0,7,3.3
0,649500.0,2,2.0,93,2,1,0,7,17.1
0,695000.0,2,2.0,130,2,22,0,15,5.29
0,710000.0,2,2.0,110,2,1,0,7,21.36
0,765000.0,2,2.0,81,0,0,0,7,17.1
0,825000.0,2,2.0,116,2,1,0,7,21.36
0,845000.0,2,2.0,82,0,0,0,7,17.1
0,980000.0,2,3.0,141,2,3,0,7,3.3
1,1050000.0,2,2.0,170,2,0,115,12,3.3
0,1075000.0,2,2.0,79,0,1,0,7,17.1
0,1190000.0,2,2.0,96,0,10,0,7,11.72
0,1195000.0,2,2.0,140,0,1,0,7,17.1
0,1335000.0,2,2.0,95,2,15,0,7,17.1
0,1450000.0,2,2.0,280,2,40,0,7,6.38
0,2500000.0,2,2.0,115,0,1,0,7,17.1
0,249275.0,2,2.0,65,1,1,0,3,7.13
0,549000.0,2,3.0,205,2,1,0,15,24.7
0,175000.0,2,4.0,81,1,0,0,7,21.36
0,259000.0,2,3.0,63,1,11,0,7,1.42
0,185000.0,2,2.0,52,1,0,0,7,35.36
0,265000.0,2,3.0,72,1,9,0,7,17.91
0,495000.0,2,2.0,250,2,32,0,7,4.76
0,570000.0,2,2.0,83,1,30,0,15,0.41
0,454500.0,2,2.0,94,2,26,0,7,1.61
0,459000.0,2,2.0,94,2,13,0,7,1.61
0,529000.0,2,2.0,126,2,26,0,7,1.61
0,539000.0,2,2.0,126,2,26,0,7,1.61
0,549000.0,2,2.0,126,2,26,0,7,1.61
0,155000.0,1,2.0,53,0,15,0,6,12.6
0,189000.0,2,2.0,60,2,5,0,7,18.52
0,229000.0,2,2.0,80,2,1,0,7,2.07
0,245000.0,2,2.0,78,2,40,0,7,3.32
0,699000.0,2,2.0,150,1,41,0,15,1.61
0,795000.0,2,2.0,390,2,1,0,11,2.07
0,990000.0,2,3.0,187,2,40,0,7,5.29
0,160000.0,2,2.0,47,0,0,0,7,13.72
0,255000.0,2,2.0,60,0,8,0,3,5.01
0,249500.0,2,2.0,106,1,0,0,7,3.91
0,645000.0,2,2.0,146,0,1,0,7,1.61
0,175000.0,1,2.0,46,0,1,0,6,5.1
1,250000.0,2,2.0,75,1,0,0,12,18.15
0,335000.0,2,2.0,140,1,1,0,7,24.75
0,495000.0,2,3.0,99,2,54,0,15,2.57
0,145000.0,1,2.0,34,1,6,0,2,5.01
0,152000.0,1,2.0,45,2,1,0,7,3.99
1,169000.0,2,2.0,50,2,0,0,12,2.47
0,185000.0,2,4.0,21,0,0,0,0,2.32
0,188000.0,2,2.0,108,0,8,50,7,61.09
0,199000.0,2,2.0,83,2,8,0,7,3.82
0,229000.0,2,2.0,69,1,0,0,7,2.5
0,235000.0,1,2.0,65,2,6,0,7,15.48
0,245000.0,2,2.0,76,1,4,0,7,2.47
0,245000.0,1,2.0,85,0,2,0,7,3.99
0,270000.0,1,2.0,100,0,3,0,7,6.04
0,279000.0,2,2.0,100,1,8,0,7,6.04
0,295000.0,2,2.0,90,2,6,0,7,3.82
0,299000.0,2,4.0,90,1,1,0,7,0.41
0,301000.0,2,4.0,51,2,8,0,7,1.07
0,310000.0,2,2.0,74,2,0,0,7,0.41
1,314000.0,2,2.0,117,2,6,0,12,6.6
