type_of_property,price,building_condition,facade_number,living_area,equipped_kitchen,terrace,garden,subtype_ecoded,km_to_capital
1,533900.0,2,2.0,113,0,20,21,12,6.41
0,537900.0,2,2.0,96,0,19,0,7,6.41
0,537900.0,2,2.0,96,0,19,0,7,6.41
0,547900.0,2,2.0,92,0,5,0,7,6.41
0,547900.0,2,2.0,92,0,7,0,7,6.41
0,547900.0,2,2.0,93,0,11,0,7,6.41
0,552900.0,2,2.0,94,0,11,0,7,6.41
0,554900.0,2,2.0,96,0,12,0,7,6.41
0,555900.0,2,2.0,99,0,8,0,7,6.41
0,557900.0,2,2.0,92,0,5,0,7,6.41
0,565900.0,2,2.0,95,0,19,0,7,6.41
0,565900.0,2,2.0,91,0,12,0,7,6.41
0,567900.0,2,2.0,99,0,8,0,7,6.41
0,568900.0,2,2.0,95,0,12,0,7,6.41
1,571900.0,2,2.0,104,0,26,44,12,6.41
0,575900.0,2,2.0,101,0,19,0,7,6.41
0,579900.0,2,2.0,88,0,12,0,7,6.41
0,582900.0,2,2.0,96,0,12,0,7,6.41
0,584900.0,2,2.0,91,0,12,0,7,6.41
0,584900.0,2,2.0,103,0,10,0,7,6.41
0,592900.0,2,2.0,92,0,20,0,7,6.41
0,592900.0,2,2.0,101,0,12,0,7,6.41
0,602900.0,2,2.0,104,0,11,0,7,6.41
0,602900.0,2,2.0,93,0,20,0,7,6.41
0,603900.0,2,2.0,95,0,19,0,7,6.41
0,605900.0,2,2.0,104,0,16,0,7,6.41
0,609400.0,2,2.0,101,0,12,0,7,6.41
0,617900.0,2,2.0,104,0,10,0,7,6.41
1,644100.0,2,2.0,129,0,23,69,12,6.41
1,644100.0,2,2.0,132,0,23,61,12,6.41
1,655100.0,2,2.0,134,0,25,71,12,6.41
1,666100.0,2,2.0,134,0,26,70,12,6.41
0,667900.0,2,2.0,107,0,10,0,7,6.41
0,686000.0,2,3.0,121,0,7,0,7,6.41
0,690600.0,2,2.0,103,0,24,0,7,6.41
0,691400.0,2,2.0,110,0,19,0,7,6.41
0,710600.0,2,3.0,121,0,8,0,7,6.41
0,727600.0,2,3.0,121,0,24,0,7,6.41
0,735600.0,2,3.0,121,0,8,0,7,6.41
0,753600.0,2,2.0,119,0,20,0,7,6.41
0,770100.0,2,2.0,128,0,17,0,7,6.41
0,838100.0,2,3.0,143,0,16,0,7,6.41
1,895700.0,2,2.0,191,0,29,46,12,6.41
0,908600.0,2,3.0,154,0,23,0,7,6.41
0,930700.0,2,2.0,153,0,28,0,7,6.41
0,936600.0,2,3.0,153,0,25,0,7,6.41
0,271700.0,2,2.0,37,2,6,0,2,6.41
0,282700.0,2,2.0,37,2,6,0,2,6.41
0,288700.0,2,2.0,45,2,12,0,2,6.41
0,292700.0,2,2.0,47,2,10,0,2,6.41
0,294700.0,2,2.0,46,2,5,0,2,6.41
0,299700.0,2,2.0,45,2,5,0,2,6.41
0,304700.0,2,2.0,45,2,5,0,2,6.41
0,307700.0,2,2.0,46,2,5,0,2,6.41
0,315700.0,2,2.0,47,2,5,0,2,6.41
0,377800.0,2,2.0,69,2,8,0,7,6.41
0,392700.0,2,2.0,59,2,24,47,2,6.41
0,392800.0,2,2.0,63,2,6,0,7,6.41
0,394800.0,2,2.0,64,2,17,0,7,6.41
0,397800.0,2,2.0,64,2,12,0,7,6.41
0,402800.0,2,2.0,46,2,10,0,7,6.41
0,403800.0,2,2.0,64,2,12,0,7,6.41
0,506000.0,2,2.0,85,2,9,0,7,6.41
0,506900.0,2,2.0,89,2,9,0,7,6.41
0,512900.0,2,2.0,85,2,31,0,7,6.41
0,522900.0,2,2.0,89,2,9,0,7,6.41
0,532900.0,2,2.0,92,2,8,0,7,6.41
1,533900.0,2,2.0,114,2,21,22,12,6.41
0,537900.0,2,2.0,96,2,19,0,7,6.41
0,537900.0,2,2.0,96,2,20,0,7,6.41
0,547900.0,2,2.0,92,2,8,0,7,6.41
0,547900.0,2,2.0,93,2,6,0,7,6.41
0,547900.0,2,2.0,92,2,12,0,7,6.41
0,552900.0,2,2.0,95,2,12,0,7,6.41
0,554900.0,2,2.0,96,2,13,0,7,6.41
0,555900.0,2,2.0,100,2,8,0,7,6.41
0,557900.0,2,2.0,93,2,6,0,7,6.41
0,565900.0,2,2.0,92,2,12,0,7,6.41
0,567900.0,2,2.0,100,2,8,0,7,6.41
0,568900.0,2,2.0,96,2,13,0,7,6.41
1,571900.0,2,2.0,105,2,26,45,12,6.41
0,575900.0,2,2.0,102,2,20,0,7,6.41
0,579900.0,2,2.0,88,2,13,0,15,6.41
0,582900.0,2,2.0,96,2,12,0,7,6.41
0,584900.0,2,2.0,104,2,11,0,7,6.41
0,584900.0,2,2.0,92,2,12,0,7,6.41
0,592900.0,2,2.0,102,2,13,0,7,6.41
0,592900.0,2,2.0,92,2,21,0,15,6.41
0,602900.0,2,2.0,105,2,11,0,7,6.41
0,602900.0,2,2.0,94,2,20,0,7,6.41
0,603900.0,2,2.0,96,2,19,0,7,6.41
0,605900.0,2,2.0,105,2,16,0,7,6.41
0,609400.0,2,2.0,102,2,13,0,7,6.41
0,617900.0,2,2.0,105,2,18,0,7,6.41
1,644100.0,2,2.0,129,2,23,69,12,6.41
1,644100.0,2,2.0,132,2,23,61,12,6.41
1,655100.0,2,2.0,134,2,26,71,12,6.41
1,666100.0,2,2.0,135,2,26,71,12,6.41
0,667900.0,2,2.0,107,2,10,0,15,6.41
0,686000.0,2,2.0,122,2,8,0,7,6.41
0,690600.0,2,2.0,104,2,12,0,15,6.41
0,691400.0,2,2.0,111,2,19,0,15,6.41
0,710000.0,2,2.0,121,2,8,0,7,6.41
0,727600.0,2,2.0,122,2,25,0,7,6.41
0,735600.0,2,2.0,121,2,8,0,7,6.41
0,753600.0,2,2.0,119,2,20,0,15,6.41
0,770100.0,2,2.0,129,2,17,0,7,6.41
0,838100.0,2,2.0,144,2,17,0,7,6.41
1,895700.0,2,2.0,192,2,29,47,12,6.41
0,908600.0,2,2.0,154,2,24,0,15,6.41
0,930700.0,2,2.0,153,2,29,0,15,6.41
0,936600.0,2,2.0,153,2,26,0,15,6.41
0,273000.0,2,2.0,51,2,0,0,2,2.5
0,283000.0,2,2.0,51,2,0,0,2,2.5
0,289000.0,2,2.0,60,2,0,0,2,2.5
0,322000.0,2,2.0,73,2,0,0,7,2.5
1,389000.0,2,2.0,72,2,0,67,12,2.5
0,444500.0,2,2.0,98,2,5,0,7,2.5
0,445000.0,2,2.0,93,2,5,0,7,2.5
0,445000.0,2,2.0,100,2,5,0,7,2.5
0,455000.0,2,2.0,93,2,5,0,7,2.5
0,274900.0,2,2.0,83,0,6,0,7,90.73
0,274900.0,2,2.0,84,0,6,0,7,90.73
0,284900.0,2,2.0,96,0,15,34,7,90.73
0,289900.0,2,2.0,92,0,6,0,7,90.73
0,289900.0,2,2.0,91,0,6,0,7,90.73
0,289900.0,2,2.0,95,0,6,0,7,90.73
0,289900.0,2,2.0,91,0,6,0,7,90.73
0,294900.0,2,2.0,101,0,17,0,7,90.73
0,294900.0,2,2.0,100,0,14,39,7,90.73
0,294900.0,2,2.0,92,0,6,0,7,90.73
0,294900.0,2,2.0,95,0,10,0,7,90.73
0,294900.0,2,2.0,91,0,6,0,7,90.73
0,299900.0,2,2.0,100,0,15,21,7,90.73
0,299900.0,2,2.0,103,0,21,24,7,90.73
0,324900.0,2,2.0,107,0,29,0,7,90.73
0,354900.0,2,2.0,117,0,12,11,7,90.73
0,399900.0,2,2.0,145,0,36,0,7,90.73
0,450443.0,2,2.0,119,0,12,0,7,1.42
0,458357.0,2,2.0,138,0,19,0,7,1.42
0,639145.0,2,2.0,137,0,19,0,15,1.42
0,688280.0,2,2.0,160,0,29,0,15,1.42
0,275000.0,2,2.0,73,0,18,0,7,43.83
0,308500.0,2,2.0,97,0,16,0,7,43.83
0,308500.0,2,2.0,96,0,21,0,7,43.83
0,330000.0,2,2.0,96,0,16,0,7,43.83
0,349000.0,2,2.0,99,0,16,0,7,43.83
0,409000.0,2,2.0,112,0,52,0,7,43.83
0,275000.0,2,2.0,82,2,9,0,7,6.07
0,275000.0,2,2.0,82,2,9,0,7,6.07
0,276000.0,2,2.0,80,2,15,0,7,6.07
0,287000.0,2,2.0,83,2,15,0,7,6.07
0,287000.0,2,2.0,83,2,15,0,7,6.07
0,288000.0,2,2.0,83,2,14,0,7,6.07
0,288000.0,2,2.0,83,2,14,0,7,6.07
0,294000.0,2,2.0,83,2,15,0,7,6.07
0,296000.0,2,2.0,88,2,10,0,7,6.07
0,296000.0,2,2.0,88,2,10,0,7,6.07
0,297000.0,2,2.0,88,2,10,0,7,6.07
0,299000.0,2,2.0,89,2,10,0,7,6.07
0,299000.0,2,2.0,89,2,10,0,7,6.07
0,300000.0,2,2.0,87,2,15,0,7,6.07
0,305000.0,2,2.0,88,2,15,0,7,6.07
0,317000.0,2,2.0,92,2,15,0,7,6.07
0,317000.0,2,2.0,92,2,15,0,7,6.07
0,332000.0,2,2.0,99,2,10,0,7,6.07
0,411000.0,2,2.0,112,2,34,0,7,6.07
0,411000.0,2,2.0,112,2,35,0,7,6.07
0,425000.0,2,2.0,103,2,62,0,7,6.07
0,434000.0,2,2.0,114,2,45,0,7,6.07
0,276500.0,2,2.0,96,0,10,0,7,24.7
0,299000.0,2,2.0,116,0,7,0,7,24.7
0,299000.0,2,2.0,111,0,9,0,7,24.7
0,332000.0,2,2.0,106,0,13,94,7,24.7
0,279500.0,2,4.0,102,0,13,0,7,43.83
0,289500.0,2,4.0,109,0,14,0,7,43.83
0,314500.0,2,4.0,126,0,20,67,7,43.83
0,315000.0,2,4.0,122,0,16,0,7,43.83
0,329000.0,2,4.0,132,0,20,83,7,43.83
0,340000.0,2,4.0,134,0,22,0,7,43.83
0,385000.0,2,4.0,114,0,75,0,7,43.83
0,279600.0,2,2.0,112,1,11,0,7,35.63
0,299000.0,2,2.0,121,1,11,0,7,35.63
0,319000.0,2,2.0,129,1,7,0,7,35.63
0,319600.0,2,2.0,128,1,7,0,7,35.63
0,329800.0,2,2.0,131,1,8,0,7,35.63
0,360000.0,2,4.0,75,1,7,0,7,13.39
0,409000.0,2,4.0,76,1,12,0,7,13.39
0,480000.0,2,4.0,89,1,9,0,7,13.39
0,485000.0,2,4.0,89,1,9,0,7,13.39
0,489000.0,2,4.0,97,1,6,0,7,13.39
0,490000.0,2,4.0,89,1,9,0,7,13.39
0,499000.0,2,4.0,89,1,9,0,7,13.39
0,505000.0,2,4.0,101,1,10,0,7,13.39
0,510000.0,2,4.0,95,1,13,0,7,13.39
0,515000.0,2,4.0,89,1,21,0,7,13.39
0,725000.0,2,4.0,113,1,8,0,7,13.39
0,725000.0,2,4.0,99,1,35,0,7,13.39
0,900000.0,2,4.0,121,1,116,0,7,13.39
0,1199000.0,2,4.0,147,1,181,0,7,13.39
0,1299000.0,2,4.0,170,1,152,0,7,13.39
0,285000.0,2,4.0,91,0,6,0,7,0.41
0,289000.0,2,4.0,93,0,6,0,7,0.41
0,294000.0,2,4.0,91,0,13,13,6,0.41
0,298000.0,2,4.0,93,0,6,0,7,0.41
0,299000.0,2,4.0,91,0,13,48,6,0.41
0,312000.0,2,4.0,101,0,6,0,7,0.41
0,319000.0,2,4.0,101,0,6,0,7,0.41
0,285000.0,2,4.0,91,0,0,0,7,4.01
0,289000.0,2,4.0,93,0,0,0,7,4.01
0,292000.0,2,4.0,86,0,0,0,7,4.01
0,294000.0,2,4.0,91,0,0,13,6,4.01
0,294000.0,2,4.0,87,0,0,0,7,4.01
0,298000.0,2,4.0,93,0,0,0,7,4.01
0,298000.0,2,4.0,95,0,0,21,6,4.01
0,299000.0,2,4.0,91,0,0,48,6,4.01
0,312000.0,2,4.0,101,0,0,0,7,4.01
0,319000.0,2,4.0,101,0,0,0,7,4.01
0,285000.0,2,4.0,91,0,0,0,7,4.01
0,289000.0,2,4.0,93,0,0,0,7,4.01
0,294000.0,2,4.0,91,0,0,13,6,4.01
0,295000.0,2,4.0,91,0,0,0,7,4.01
0,298000.0,2,4.0,95,0,0,21,6,4.01
0,299000.0,2,4.0,91,0,0,48,6,4.01
0,285000.0,2,2.0,35,1,0,0,7,1.61
0,285100.0,2,2.0,90,2,1,0,7,18.59
0,306000.0,2,2.0,87,2,1,0,7,18.59
0,308000.0,2,2.0,87,2,1,0,7,18.59
0,333800.0,2,2.0,105,2,1,0,7,18.59
0,364000.0,2,2.0,105,2,1,0,7,18.59
0,376000.0,2,2.0,107,2,1,0,7,18.59
0,389000.0,2,2.0,111,2,1,0,7,18.59
0,397000.0,2,2.0,111,2,1,0,7,18.59
0,441000.0,2,2.0,111,2,1,0,7,18.59
0,469000.0,2,2.0,132,2,1,0,7,18.59
0,469000.0,2,2.0,132,2,1,0,7,18.59
0,473000.0,2,2.0,134,2,1,0,7,18.59
0,474000.0,2,2.0,132,2,1,0,7,18.59
0,479000.0,2,2.0,133,2,1,0,7,18.59
0,493000.0,2,2.0,136,2,1,0,7,18.59
0,500000.0,2,2.0,136,2,1,0,7,18.59
0,285596.0,2,2.0,77,0,26,0,7,27.25
0,311674.0,2,2.0,89,0,11,0,7,27.25
0,315012.0,2,2.0,92,0,11,0,7,27.25
0,350920.0,2,2.0,101,0,11,0,7,27.25
0,468990.0,2,2.0,123,0,46,0,7,27.25
0,520960.0,2,2.0,133,0,11,0,7,27.25
0,286033.0,2,2.0,77,2,19,0,7,2.47
0,328858.0,2,2.0,94,2,15,0,7,2.47
0,329042.0,2,2.0,92,2,13,0,7,2.47
0,329042.0,2,2.0,93,2,13,0,7,2.47
0,329063.0,2,2.0,93,2,13,0,7,2.47
0,329081.0,2,2.0,92,2,13,0,7,2.47
0,329081.0,2,2.0,92,2,13,0,7,2.47
0,333550.0,2,2.0,94,2,26,0,7,2.47
0,289000.0,2,2.0,93,2,6,0,7,4.01
0,292000.0,2,2.0,86,2,6,0,7,4.01
0,289000.0,2,4.0,93,0,6,0,7,4.01
0,292000.0,2,4.0,86,0,6,0,7,4.01
0,294000.0,2,4.0,91,0,13,13,6,4.01
0,299000.0,2,4.0,91,0,13,48,6,4.01
0,289000.0,2,2.0,76,0,1,0,7,21.36
0,309000.0,2,2.0,89,0,6,0,7,21.36
0,309000.0,2,2.0,102,0,8,0,7,21.36
0,329000.0,2,2.0,89,0,1,0,7,21.36
0,349000.0,2,2.0,102,0,1,0,7,21.36
0,369000.0,2,2.0,102,0,1,0,7,21.36
0,489000.0,2,2.0,120,0,41,0,7,21.36
0,290000.0,2,2.0,83,0,4,0,7,33.32
0,298000.0,2,2.0,88,0,15,0,7,33.32
0,299000.0,2,2.0,88,0,6,0,7,33.32
0,364000.0,2,2.0,113,0,34,33,7,33.32
0,365000.0,2,2.0,107,0,4,0,7,33.32
0,365000.0,2,2.0,107,0,4,0,7,33.32
0,379000.0,2,2.0,112,0,6,0,7,33.32
0,379000.0,2,2.0,112,0,6,0,7,33.32
0,396000.0,2,2.0,129,0,33,110,7,33.32
0,398000.0,2,2.0,130,0,21,167,7,33.32
0,291500.0,2,2.0,83,2,6,0,7,3.32
0,322500.0,2,2.0,94,2,6,0,7,3.32
0,346500.0,2,2.0,101,2,6,0,7,3.32
0,351500.0,2,2.0,83,2,25,26,15,3.32
0,385500.0,2,2.0,94,2,26,19,15,3.32
0,406500.0,2,2.0,101,2,26,19,15,3.32
1,406500.0,2,2.0,114,2,28,23,12,3.32
0,426500.0,2,2.0,113,2,28,23,15,3.32
0,295000.0,2,2.0,76,0,0,0,7,6.99
0,300000.0,2,2.0,66,0,0,0,7,6.99
0,310000.0,2,2.0,69,0,0,0,7,6.99
0,357000.0,2,2.0,91,0,0,0,7,6.99
0,359000.0,2,2.0,92,0,0,0,7,6.99
0,359000.0,2,2.0,92,0,0,0,7,6.99
0,445000.0,2,2.0,105,0,0,0,7,6.99
0,465000.0,2,2.0,114,0,0,0,7,6.99
0,530000.0,2,2.0,121,0,0,0,7,6.99
0,595000.0,2,2.0,122,0,0,0,7,6.99
0,295000.0,2,2.0,77,1,9,0,6,21.36
0,315000.0,2,2.0,78,1,18,0,6,21.36
0,620000.0,2,2.0,90,1,15,0,7,21.36
0,750000.0,2,4.0,106,1,16,0,6,21.36
0,875000.0,2,4.0,112,1,43,0,7,21.36
0,295000.0,2,2.0,62,0,7,0,3,21.36
0,299000.0,2,2.0,74,0,15,0,3,21.36
0,320000.0,2,2.0,75,0,3,0,3,21.36
0,325000.0,2,2.0,73,0,4,0,3,21.36
0,355000.0,2,2.0,80,0,6,0,3,21.36
0,490000.0,2,2.0,135,0,1,0,7,24.02
0,760000.0,2,2.0,205,0,1,0,15,24.02
0,308500.0,2,2.0,75,0,1,0,7,9.77
0,335000.0,2,2.0,81,0,1,0,7,9.77
0,425000.0,2,2.0,97,0,1,0,7,9.77
0,425000.0,2,2.0,91,0,1,0,7,9.77
0,439000.0,2,2.0,92,0,1,0,7,9.77
0,440000.0,2,2.0,97,0,1,0,7,9.77
0,450000.0,2,2.0,100,0,1,0,7,9.77
0,455000.0,2,2.0,96,0,1,0,7,9.77
0,459000.0,2,2.0,111,0,1,0,7,9.77
0,470000.0,2,2.0,99,0,1,0,7,9.77
0,495000.0,2,2.0,107,0,1,0,7,9.77
0,520000.0,2,2.0,117,0,1,0,7,9.77
0,525000.0,2,2.0,119,0,1,0,7,9.77
0,525000.0,2,2.0,118,0,1,0,7,9.77
0,529000.0,2,2.0,119,0,1,0,7,9.77
0,570000.0,2,2.0,126,0,1,0,7,9.77
0,295000.0,2,2.0,80,0,1,0,7,14.43
0,295000.0,2,2.0,75,0,1,0,7,14.43
0,300000.0,2,2.0,75,0,1,0,7,14.43
0,360000.0,2,2.0,103,0,1,0,7,14.43
0,360000.0,2,2.0,103,0,1,0,7,14.43
0,375000.0,2,2.0,113,0,1,0,7,14.43
0,410000.0,2,2.0,146,0,1,0,7,14.43
0,445000.0,2,2.0,122,0,1,0,7,14.43
0,295850.0,2,2.0,92,1,1,0,7,31.74
0,319950.0,2,2.0,111,1,1,0,7,31.74
0,324850.0,2,2.0,119,1,1,0,7,31.74
0,296000.0,2,4.0,82,2,6,0,7,18.66
0,306000.0,2,4.0,83,2,6,0,7,18.66
0,342000.0,2,4.0,90,2,10,0,7,18.66
0,373000.0,2,4.0,108,2,13,35,7,18.66
0,373000.0,2,4.0,100,2,10,0,7,18.66
0,387000.0,2,4.0,104,2,26,0,7,18.66
0,439000.0,2,4.0,126,2,14,0,7,18.66
0,444000.0,2,4.0,100,2,9,0,7,18.66
0,470000.0,2,4.0,103,2,19,0,15,18.66
0,713000.0,2,4.0,149,2,41,0,15,18.66
0,296000.0,2,3.0,82,2,6,0,7,18.66
0,299000.0,2,3.0,87,2,20,19,6,18.66
0,305000.0,2,3.0,89,2,19,38,6,18.66
0,306000.0,2,3.0,83,2,6,0,7,18.66
0,322000.0,2,3.0,78,2,8,0,7,18.66
0,332000.0,2,3.0,80,2,11,0,7,18.66
0,332000.0,2,3.0,79,2,14,0,7,18.66
0,337000.0,2,3.0,86,2,12,0,7,18.66
0,337000.0,2,3.0,83,2,15,0,7,18.66
0,337000.0,2,3.0,87,2,13,0,7,18.66
0,340000.0,2,3.0,100,1,9,0,7,18.66
0,342000.0,2,3.0,99,2,8,0,7,18.66
0,342000.0,2,3.0,90,2,10,0,7,18.66
0,352000.0,2,3.0,92,2,15,0,7,18.66
0,352000.0,2,3.0,101,2,8,0,7,18.66
0,352000.0,2,3.0,100,2,8,0,7,18.66
0,357000.0,2,3.0,107,2,10,0,7,18.66
0,357000.0,2,3.0,104,1,9,0,7,18.66
0,357000.0,2,3.0,94,2,12,0,7,18.66
0,357000.0,2,3.0,98,1,11,0,7,18.66
0,373000.0,2,3.0,108,2,13,35,7,18.66
0,373000.0,2,3.0,100,2,10,0,7,18.66
0,429000.0,2,3.0,103,2,20,0,7,18.66
0,429000.0,2,3.0,112,2,20,0,7,18.66
0,429000.0,2,3.0,109,2,22,0,7,18.66
0,430000.0,2,3.0,121,2,9,0,7,18.66
0,439000.0,2,3.0,126,2,14,0,7,18.66
0,439000.0,2,3.0,121,1,9,0,7,18.66
0,444000.0,2,3.0,126,2,14,0,7,18.66
0,454000.0,2,3.0,120,2,11,0,7,18.66
0,470000.0,2,3.0,103,2,19,0,15,18.66
0,500000.0,2,3.0,123,2,20,0,7,18.66
0,505000.0,2,3.0,144,2,25,0,7,18.66
0,509000.0,2,3.0,163,1,30,106,6,18.66
0,536000.0,2,3.0,114,2,17,0,15,18.66
0,713000.0,2,3.0,149,2,41,0,15,18.66
0,299000.0,2,3.0,94,0,6,123,7,18.11
0,319000.0,2,3.0,95,2,8,0,7,18.11
0,325000.0,2,3.0,96,2,6,217,7,18.11
0,329000.0,2,3.0,98,2,8,0,7,18.11
0,299000.0,2,2.0,73,0,1,0,7,9.77
0,305000.0,2,2.0,75,0,1,0,7,9.77
0,309000.0,2,2.0,75,0,1,0,7,9.77
0,365000.0,2,2.0,90,0,1,0,7,9.77
0,369000.0,2,2.0,88,0,1,0,7,9.77
0,369000.0,2,2.0,89,0,1,0,7,9.77
0,369000.0,2,2.0,89,0,1,0,7,9.77
0,369000.0,2,2.0,89,0,1,0,7,9.77
0,375000.0,2,2.0,88,0,1,0,7,9.77
0,375000.0,2,2.0,89,0,1,0,7,9.77
0,375000.0,2,2.0,89,0,1,0,7,9.77
0,375000.0,2,2.0,88,0,1,0,7,9.77
0,385000.0,2,2.0,95,0,1,0,7,9.77
0,395000.0,2,2.0,95,0,1,0,7,9.77
0,395000.0,2,2.0,94,0,1,0,7,9.77
0,400000.0,2,2.0,95,0,1,0,7,9.77
0,555000.0,2,2.0,128,0,1,0,7,9.77
0,595000.0,2,2.0,137,0,1,0,7,9.77
0,299250.0,2,2.0,86,0,0,0,7,21.75
0,334250.0,2,2.0,93,0,1,0,7,21.75
0,364250.0,2,2.0,93,0,12,0,7,21.75
0,364250.0,2,2.0,95,0,30,0,7,21.75
0,299500.0,2,2.0,94,2,10,0,7,14.35
0,371000.0,2,2.0,130,2,4,0,7,14.35
1,425000.0,2,2.0,150,2,8,0,12,14.35
1,470000.0,2,2.0,185,2,8,0,12,14.35
0,299900.0,2,2.0,75,0,10,0,7,1.07
0,299900.0,2,2.0,75,0,10,0,7,1.07
0,309900.0,2,2.0,75,0,10,0,7,1.07
0,309900.0,2,2.0,75,0,10,0,7,1.07
0,310000.0,2,2.0,70,0,11,0,7,1.07
0,310000.0,2,2.0,70,0,11,0,7,1.07
0,318800.0,2,2.0,75,0,10,0,7,1.07
0,320000.0,2,2.0,70,0,11,0,7,1.07
0,362500.0,2,2.0,86,0,9,0,7,1.07
0,398800.0,2,2.0,93,0,12,0,7,1.07
0,398800.0,2,2.0,95,0,13,0,7,1.07
0,419000.0,2,2.0,93,0,12,0,7,1.07
0,429000.0,2,2.0,93,0,12,0,7,1.07
0,469000.0,2,2.0,104,0,35,64,6,1.07
0,495000.0,2,2.0,107,0,37,71,6,1.07
0,559500.0,2,2.0,122,0,32,71,6,1.07
0,559500.0,2,2.0,122,0,32,71,6,1.07
0,749000.0,2,2.0,111,0,66,0,15,1.07
0,749000.0,2,2.0,112,0,68,0,15,1.07
0,301000.0,2,4.0,51,2,8,0,7,1.07
0,331000.0,2,4.0,51,2,8,0,7,1.07
0,585000.0,2,2.0,96,2,11,0,7,1.07
0,585000.0,2,2.0,96,2,11,0,7,1.07
0,605000.0,2,2.0,96,2,11,0,7,1.07
0,625000.0,2,2.0,96,2,11,0,7,1.07
0,625000.0,2,4.0,109,2,11,0,7,1.07
0,650000.0,2,4.0,109,2,11,0,7,1.07
0,1855000.0,2,2.0,219,2,22,0,15,1.07
0,305600.0,2,2.0,58,0,9,0,7,18.76
0,307000.0,2,2.0,38,2,3,0,2,3.3
0,400000.0,2,2.0,67,2,5,0,7,3.3
0,420000.0,2,2.0,69,0,2,0,7,3.3
0,424000.0,2,2.0,73,2,4,0,7,3.3
0,434000.0,2,2.0,67,2,6,0,7,3.3
0,482000.0,2,2.0,89,2,0,0,11,3.3
0,554000.0,2,2.0,95,2,16,0,6,3.3
0,883000.0,2,2.0,119,2,20,0,15,3.3
0,1795000.0,2,4.0,238,2,69,0,15,3.3
0,308000.0,2,2.0,76,2,5,0,7,13.65
0,325000.0,2,2.0,83,2,6,0,7,13.65
0,329000.0,2,3.0,86,2,11,85,7,13.65
0,332000.0,2,2.0,83,2,6,0,7,13.65
0,332000.0,2,2.0,83,2,6,0,7,13.65
0,346000.0,2,3.0,82,2,12,0,7,13.65
0,348000.0,2,2.0,89,2,12,73,7,13.65
0,349000.0,2,2.0,83,2,6,0,7,13.65
0,349000.0,2,2.0,83,2,6,0,7,13.65
0,365000.0,2,3.0,82,2,12,0,7,13.65
0,315000.0,2,2.0,46,2,11,44,2,6.41
0,320000.0,2,2.0,46,2,12,0,2,6.41
0,440000.0,2,2.0,73,2,14,0,7,6.41
0,440000.0,2,2.0,73,2,14,28,6,6.41
0,495000.0,2,2.0,94,2,43,94,6,6.41
0,495000.0,2,2.0,94,2,24,0,7,6.41
0,545000.0,2,2.0,91,2,14,0,7,6.41
0,555000.0,2,2.0,91,2,14,0,7,6.41
0,565000.0,2,2.0,93,2,24,0,7,6.41
0,570000.0,2,2.0,91,2,14,0,7,6.41
0,580000.0,2,2.0,93,2,20,0,7,6.41
0,605000.0,2,2.0,93,2,24,0,7,6.41
0,630000.0,2,2.0,93,2,20,0,7,6.41
0,650000.0,2,2.0,110,2,24,0,7,6.41
0,650000.0,2,2.0,107,2,21,0,7,6.41
0,650000.0,2,2.0,110,2,24,0,7,6.41
0,650000.0,2,2.0,110,2,30,81,6,6.41
0,660000.0,2,2.0,109,2,48,43,6,6.41
0,665000.0,2,2.0,110,2,24,0,7,6.41
0,680000.0,2,2.0,110,2,24,0,7,6.41
0,685000.0,2,2.0,107,2,21,0,7,6.41
0,695000.0,2,2.0,110,2,24,0,7,6.41
0,700000.0,2,2.0,124,2,55,55,6,6.41
0,705000.0,2,2.0,109,2,29,0,7,6.41
0,725000.0,2,2.0,110,2,29,0,7,6.41
0,750000.0,2,2.0,124,2,30,0,7,6.41
0,830000.0,2,2.0,124,2,30,0,7,6.41
0,835000.0,2,2.0,131,2,21,0,7,6.41
0,875000.0,2,2.0,131,2,21,0,7,6.41
0,895000.0,2,2.0,124,2,31,0,7,6.41
0,895000.0,2,2.0,130,2,33,0,7,6.41
0,905000.0,2,2.0,144,2,33,0,7,6.41
0,975000.0,2,2.0,144,2,33,0,7,6.41
0,997000.0,2,2.0,144,2,43,0,7,6.41
0,1250000.0,2,2.0,130,2,100,0,15,6.41
0,1695000.0,2,2.0,185,2,113,0,15,6.41
0,315000.0,2,2.0,104,1,1,62,7,48.97
0,319000.0,2,2.0,106,1,1,0,7,48.97
0,315000.0,2,2.0,110,0,5,0,7,29.31
0,365000.0,2,2.0,99,2,5,0,7,29.31
0,370000.0,2,2.0,101,2,11,0,7,29.31
0,317000.0,2,2.0,101,0,4,0,7,13.25
0,320000.0,2,2.0,99,0,4,0,7,13.25
0,320000.0,2,2.0,100,0,4,0,7,13.25
0,325000.0,2,2.0,101,0,4,0,7,13.25
0,334500.0,2,2.0,101,0,4,0,7,13.25
0,337000.0,2,2.0,99,0,4,0,7,13.25
0,322000.0,2,3.0,105,0,0,0,7,22.97
0,347000.0,2,2.0,119,0,0,0,7,22.97
0,374000.0,2,3.0,134,2,0,0,7,22.97
0,385000.0,2,3.0,132,2,0,0,7,22.97
0,329000.0,2,2.0,65,1,15,0,7,1.61
0,384500.0,2,2.0,96,1,20,0,7,1.61
0,399000.0,2,2.0,96,1,20,0,7,1.61
0,399000.0,2,2.0,96,1,20,0,7,1.61
0,469500.0,2,2.0,118,1,21,0,7,1.61
0,569000.0,2,2.0,103,1,47,0,7,1.61
